,XLE,XLF,XLU,XLI,XLK,XLV,XLY,XLP,XLB,XOP,XHB,XME,XRT,XTL
2006-05-09,40.35456466674805,15.759177207946777,18.74936294555664,26.385541915893555,17.60083770751953,23.660072326660156,28.224124908447266,16.5484619140625,25.196924209594727,,35.52303695678711,,,
2006-05-10,40.73106384277344,15.768434524536133,18.897415161132812,26.40035629272461,17.415647506713867,23.636842727661133,28.24036407470703,16.480243682861328,25.204124450683594,,35.80696105957031,,,
2006-05-11,40.203956604003906,15.509479522705078,18.719745635986328,26.267120361328125,17.05333137512207,23.590373992919922,27.956161499023438,16.275604248046875,24.858562469482422,,34.714324951171875,,,
2006-05-12,38.841697692871094,15.352252960205078,18.512481689453125,25.852643966674805,16.89229393005371,23.536163330078125,27.680099487304688,16.146005630493164,24.32583236694336,,34.34439468383789,,,
2006-05-15,38.02706527709961,15.458606719970703,18.630924224853516,25.860042572021484,16.908390045166016,23.869186401367188,27.75318717956543,16.323354721069336,24.009061813354492,,34.0518913269043,,,
2006-05-16,38.16396713256836,15.440118789672852,18.548015594482422,25.852643966674805,16.747360229492188,23.931135177612305,27.558311462402344,16.384750366210938,24.01626205444336,,33.41522979736328,,,
2006-05-17,37.19190979003906,15.13029956817627,18.263750076293945,25.319753646850586,16.521921157836914,23.683313369750977,27.176687240600586,16.180112838745117,23.36834144592285,,32.718360900878906,,,
2006-05-18,36.74008560180664,14.996192932128906,18.25782585144043,25.112520217895508,16.465559005737305,23.58263397216797,27.160449981689453,16.09825325012207,23.123571395874023,,32.85601806640625,,,
2006-05-19,36.97968292236328,15.07480525970459,18.411800384521484,25.193941116333008,16.586334228515625,23.450971603393555,27.347198486328125,16.111906051635742,23.2171573638916,,32.76997756958008,,,
2006-05-22,36.7674674987793,15.037806510925293,18.553932189941406,25.14212989807129,16.441402435302734,23.35028839111328,27.152326583862305,16.159645080566406,22.713220596313477,,32.159156799316406,,,
2006-05-23,36.77432632446289,14.963825225830078,18.29336166381836,25.02370262145996,16.320627212524414,23.241857528686523,26.94933319091797,16.15282440185547,22.763622283935547,,31.8752498626709,,,
2006-05-24,36.322532653808594,14.973072052001953,18.358501434326172,24.95709991455078,16.48166275024414,23.311567306518555,26.989933013916016,16.275604248046875,22.66283416748047,,32.25377655029297,,,
2006-05-25,37.595794677734375,15.107177734375,18.530242919921875,25.12733268737793,16.634639739990234,23.52841567993164,27.24976348876953,16.432498931884766,23.051584243774414,,32.434444427490234,,,
2006-05-26,37.71901321411133,15.232023239135742,18.731599807739258,25.26795768737793,16.715160369873047,23.660072326660156,27.33907699584961,16.432498931884766,23.440340042114258,,32.67536544799805,,,
2006-05-30,37.12345886230469,15.005441665649414,18.542085647583008,24.94229507446289,16.385047912597656,23.35028839111328,26.92497444152832,16.227859497070312,22.886003494262695,,31.668746948242188,,,
2006-05-31,38.02706527709961,15.111797332763672,18.850038528442383,25.119924545288086,16.44945526123047,23.497438430786133,27.217281341552734,16.289249420166016,23.14516830444336,,31.574119567871094,,,
2006-06-01,38.129756927490234,15.287515640258789,19.039546966552734,25.378976821899414,16.73125457763672,23.830459594726562,27.639507293701172,16.377933502197266,23.397140502929688,,32.21076965332031,,,
2006-06-02,38.697933197021484,15.375371932983398,19.270511627197266,25.415977478027344,16.67490005493164,23.923397064208984,27.582672119140625,16.343820571899414,23.620311737060547,,31.668746948242188,,,
2006-06-05,37.47941589355469,15.125669479370117,19.039546966552734,24.8682804107666,16.425294876098633,23.551652908325195,27.144216537475586,16.111906051635742,22.914806365966797,,30.29224395751953,,,
2006-06-06,37.44520950317383,15.088674545288086,19.075077056884766,24.77206039428711,16.425294876098633,23.590373992919922,27.006162643432617,16.159645080566406,22.720426559448242,,29.46630859375,,,
2006-06-07,36.00763702392578,15.139542579650879,19.004011154174805,24.49822425842285,16.19985580444336,23.69879722595215,27.0142879486084,16.15282440185547,22.202085494995117,,29.24262809753418,,,
2006-06-08,36.51420211791992,15.16728687286377,19.06916046142578,24.51302146911621,16.119340896606445,23.737516403198242,26.973697662353516,16.207387924194336,22.13009262084961,,29.25124168395996,,,
2006-06-09,36.144535064697266,15.11642074584961,19.229055404663086,24.3057861328125,16.054920196533203,23.567129135131836,26.908729553222656,16.221038818359375,22.014909744262695,,29.57815933227539,,,
2006-06-12,35.40522003173828,14.949950218200684,19.270511627197266,24.002334594726562,15.757019996643066,23.327051162719727,26.551471710205078,16.12553596496582,21.66935157775879,,28.666215896606445,,,
2006-06-13,34.357845306396484,14.658626556396484,19.039546966552734,23.928319931030273,15.77311897277832,23.265092849731445,26.34035301208496,16.070964813232422,21.302204132080078,,27.995147705078125,,,
2006-06-14,35.240936279296875,14.570773124694824,18.897415161132812,24.13555908203125,15.877788543701172,23.30382537841797,26.462148666381836,16.13918685913086,21.582958221435547,,28.32207679748535,,,
2006-06-15,36.58265686035156,14.894454956054688,19.187602996826172,24.68325424194336,16.280366897583008,23.590373992919922,27.03864097595215,16.268789291381836,22.30287742614746,,29.509328842163086,,,
2006-06-16,36.484405517578125,14.800045013427734,19.17505645751953,24.679542541503906,16.256214141845703,23.560060501098633,26.974369049072266,16.287302017211914,22.170242309570312,,29.375844955444336,,,
2006-06-19,35.11022186279297,14.697718620300293,18.91229820251465,24.486608505249023,16.18375015258789,23.38127899169922,26.827898025512695,16.2255859375,21.728137969970703,,28.77301025390625,,,
2006-06-20,34.94533920288086,14.739582061767578,18.960081100463867,24.456941604614258,16.159597396850586,23.295778274536133,26.73025894165039,16.34217071533203,21.822359085083008,,28.29072380065918,,,
2006-06-21,35.728599548339844,14.860509872436523,18.942157745361328,24.746326446533203,16.368934631347656,23.41236686706543,26.99063491821289,16.403886795043945,22.35143280029297,,28.98830795288086,,,
2006-06-22,35.879764556884766,14.804696083068848,18.876466751098633,24.597923278808594,16.17569923400879,23.280227661132812,26.779069900512695,16.376455307006836,22.2354736328125,120.79927062988281,28.98830795288086,36.96281814575195,15.548974990844727,
2006-06-23,36.67679214477539,14.707015037536621,18.90633201599121,24.66470718383789,16.127389907836914,23.303539276123047,26.754663467407227,16.321590423583984,22.42390251159668,127.49093627929688,29.151941299438477,37.71730041503906,15.620179176330566,
2006-06-26,37.08217239379883,14.837251663208008,18.983963012695312,24.731483459472656,16.159597396850586,23.218048095703125,26.892988204956055,16.410747528076172,22.4891414642334,127.49093627929688,29.556699752807617,37.97975158691406,15.620179176330566,
2006-06-27,37.15087127685547,14.693063735961914,18.91229820251465,24.501453399658203,15.9422025680542,22.97708511352539,26.55124282836914,16.335304260253906,22.206483840942383,129.52293395996094,28.876340866088867,37.70090866088867,15.3269681930542,
2006-06-28,37.78987503051758,14.772135734558105,18.966047286987305,24.575658798217773,16.046871185302734,22.97708511352539,26.575647354125977,16.410747528076172,22.264461517333984,131.23960876464844,28.678266525268555,38.004364013671875,15.322772026062012,
2006-06-29,38.861732482910156,15.08376407623291,19.210887908935547,25.095069885253906,16.45751190185547,23.373506546020508,27.15337562561035,16.671337127685547,23.155908584594727,134.84812927246094,29.48780632019043,40.4237174987793,15.712342262268066,
2006-06-30,38.99227523803711,15.041901588439941,19.28254508972168,25.08765983581543,16.368934631347656,23.505651473999023,27.169652938842773,16.58905029296875,23.26462745666504,136.5998992919922,29.263891220092773,40.57953643798828,15.758415222167969,
2006-07-03,39.41138458251953,15.218653678894043,19.49753189086914,25.17669677734375,16.48971176147461,23.552284240722656,27.210342407226562,16.685054779052734,23.5400333404541,138.3166046142578,29.10025978088379,41.686702728271484,15.758415222167969,
2006-07-05,39.59004592895508,15.074462890625,19.366147994995117,24.991180419921875,16.232065200805664,23.528961181640625,26.95809555053711,16.54789924621582,23.25737953186035,137.51077270507812,28.540477752685547,41.00599670410156,15.557352066040039,
2006-07-06,39.48698043823242,15.120975494384766,19.264631271362305,25.05797004699707,16.248165130615234,23.614471435546875,26.974369049072266,16.739912033081055,23.23563003540039,136.28465270996094,28.7816162109375,41.04700469970703,15.645318031311035,
2006-07-07,38.9510383605957,15.046553611755371,19.41391944885254,24.68696403503418,16.087127685546875,23.63779067993164,26.770936965942383,16.705631256103516,23.054439544677734,134.95330810546875,28.488798141479492,40.48113250732422,15.523846626281738,
2006-07-10,39.0678596496582,15.14887809753418,19.521413803100586,24.753747940063477,15.901938438415527,23.72329330444336,26.803489685058594,16.80849266052246,23.112428665161133,134.74313354492188,28.43712615966797,40.25149154663086,15.624375343322754,
2006-07-11,39.78241729736328,15.153539657592773,19.67070198059082,24.820533752441406,15.966355323791504,23.777708053588867,26.779069900512695,16.897645950317383,23.08344078063965,136.4247283935547,28.05820083618164,40.235084533691406,15.624375343322754,
2006-07-12,39.644989013671875,15.004693984985352,19.575157165527344,24.5682315826416,15.67650032043457,23.69220542907715,26.35594367980957,16.7604923248291,22.916751861572266,135.51385498046875,27.28311538696289,39.98904037475586,15.259946823120117,
2006-07-13,39.26710891723633,14.767483711242676,19.503501892089844,24.08591651916504,15.418841361999512,23.443466186523438,25.875869750976562,16.623340606689453,22.271709442138672,133.44674682617188,26.843887329101562,38.24219512939453,15.037934303283691,
2006-07-14,39.72745895385742,14.707015037536621,19.503501892089844,23.744598388671875,15.378595352172852,23.295778274536133,25.5422420501709,16.458744049072266,22.307937622070312,133.30667114257812,25.922393798828125,37.75010681152344,14.824301719665527,
2006-07-17,38.44261169433594,14.734932899475098,19.557247161865234,23.66297149658203,15.426898002624512,23.389057159423828,25.72125816345215,16.499895095825195,22.010801315307617,129.80319213867188,25.707094192504883,37.06121826171875,14.878765106201172,
2006-07-18,38.49070358276367,14.767483711242676,19.58710289001465,23.774274826049805,15.45910930633545,23.389057159423828,25.566646575927734,16.575328826904297,22.105016708374023,131.13449096679688,25.31955909729004,37.03661346435547,14.665132522583008,
2006-07-19,38.88921356201172,15.158182144165039,19.885683059692383,24.256591796875,15.684550285339355,23.94093894958496,26.079288482666016,16.781063079833984,22.699316024780273,131.37973022460938,26.43912124633789,38.70966339111328,15.016988754272461,
2006-07-20,37.94790267944336,15.097721099853516,19.933462142944336,23.75943946838379,15.45910930633545,23.96425437927246,25.737531661987305,16.794784545898438,22.06877899169922,130.57394409179688,25.45734214782715,36.70857620239258,14.828495025634766,
2006-07-21,37.43256759643555,15.013999938964844,19.98123550415039,23.521997451782227,15.298065185546875,24.073081970214844,25.501550674438477,16.7604923248291,21.77887725830078,127.42082214355469,25.44011878967285,35.25695037841797,14.640000343322754,
2006-07-24,38.55940628051758,15.2093505859375,20.166353225708008,23.907840728759766,15.531574249267578,24.539464950561523,26.05488395690918,16.883935928344727,22.105016708374023,132.32571411132812,26.353002548217773,35.74083709716797,14.966726303100586,
2006-07-25,39.23274230957031,15.24655532836914,20.24995994567871,23.841060638427734,15.700651168823242,24.749332427978516,26.290855407714844,16.96622657775879,22.44565200805664,133.65704345703125,26.637203216552734,37.184226989746094,15.109148025512695,
2006-07-26,40.02290725708008,15.227951049804688,20.32161521911621,23.536836624145508,15.740907669067383,24.865930557250977,25.989789962768555,16.883935928344727,22.394914627075195,138.87710571289062,26.576915740966797,36.74956130981445,14.80755615234375,
2006-07-27,39.67936325073242,15.139575958251953,20.160388946533203,23.4923095703125,15.692596435546875,24.74155616760254,25.932817459106445,16.774211883544922,21.90208625793457,135.93421936035156,26.232431411743164,36.15089797973633,14.610671997070312,
2006-07-28,39.693092346191406,15.409351348876953,20.297740936279297,23.75943946838379,15.966355323791504,24.873699188232422,26.250165939331055,16.931934356689453,22.300697326660156,137.51077270507812,26.93862533569336,36.15089797973633,14.782417297363281,
2006-07-31,40.29774856567383,15.386087417602539,20.20815658569336,23.66297149658203,15.9422025680542,24.788198471069336,26.266443252563477,16.849639892578125,22.394914627075195,139.61289978027344,26.7491512298584,37.651702880859375,14.920653343200684,
2006-08-01,40.34584426879883,15.339580535888672,20.45896339416504,23.51457405090332,15.716761589050293,24.788198471069336,26.022327423095703,16.76734733581543,22.213729858398438,141.64492797851562,26.542478561401367,37.20063781738281,14.623239517211914,
2006-08-02,40.42829513549805,15.367484092712402,20.44104766845703,23.66297149658203,15.909993171691895,24.94365882873535,26.23388671875,16.918216705322266,22.56886100769043,140.90914916992188,26.80082893371582,38.03716278076172,14.677692413330078,
